,Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
279,Rio,2016,100m,Freestyle,0,Men,BRA,Marcelo Chierighini,48.410,4
280,Rio,2016,100m,Freestyle,0,Women,USA,Simone Manuel,52.700,1
281,Rio,2016,100m,Freestyle,0,Women,CAN,Penny Oleksiak,52.700,1
282,Rio,2016,100m,Freestyle,0,Women,SWE,Sarah Sjostrom,52.990,3
283,Rio,2016,100m,Freestyle,0,Women,AUS,Bronte Campbell,53.040,4
284,Rio,2016,100m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,53.080,4
285,Rio,2016,100m,Freestyle,0,Women,AUS,Cate Campbell,53.240,4
286,Rio,2016,100m,Freestyle,0,Women,USA,Abbey Weitzeil,53.300,4
287,Rio,2016,100m,Freestyle,0,Women,DEN,Jeanette Ottesen,53.360,4
431,Rio,2016,4x100,Medley,1,Men,IR,"Bence Pulai, Richard Bohus, Daniel Gyurta, Gabor Balog",,5
456,Rio,2016,50m,Freestyle,0,Men,USA,Anthony Ervin,21.400,1
457,Rio,2016,50m,Freestyle,0,Men,FRA,Florent Manaudou,21.410,2
458,Rio,2016,50m,Freestyle,0,Men,USA,Nathan Adrian,21.490,3
459,Rio,2016,50m,Freestyle,0,Men,GBR,Ben Proud,21.680,4
460,Rio,2016,50m,Freestyle,0,Men,UKR,Andriy Hovorov,21.740,4
461,Rio,2016,50m,Freestyle,0,Men,BRA,Bruno Fratus,21.790,4
462,Rio,2016,50m,Freestyle,0,Men,RSA,Bradley Edward Tandy,21.790,4
463,Rio,2016,50m,Freestyle,0,Men,LTU,Simonas Bilis,22.080,4
464,Rio,2016,50m,Freestyle,0,Women,DEN,Pernille Blume,24.070,1
465,Rio,2016,50m,Freestyle,0,Women,USA,Simone Manuel,24.090,2
466,Rio,2016,50m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,24.110,3
467,Rio,2016,50m,Freestyle,0,Women,GBR,Francesca Halsall,24.130,4
468,Rio,2016,50m,Freestyle,0,Women,AUS,Cate Campbell,24.150,4
469,Rio,2016,50m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,24.190,4
470,Rio,2016,50m,Freestyle,0,Women,AUS,Bronte Campbell,24.420,4
471,Rio,2016,50m,Freestyle,0,Women,BRA,Etiene Medeiros,24.690,4
480,London,2012,100m,Backstroke,0,Men,USA,Matt Grevers,52.160,1
481,London,2012,100m,Backstroke,0,Men,USA,Nick Thoman,52.920,2
482,London,2012,100m,Backstroke,0,Men,JPN,Ryosuke Irie,52.970,3
483,London,2012,100m,Backstroke,0,Men,FRA,Camille Lacourt,53.080,4
484,London,2012,100m,Backstroke,0,Men,GBR,Liam Tancock,53.350,4
485,London,2012,100m,Backstroke,0,Men,GER,Helge Meeuw,53.480,4
486,London,2012,100m,Backstroke,0,Men,AUS,Hayden Stoeckel,53.550,4
487,London,2012,100m,Backstroke,0,Men,CHN,Feiyi Cheng,53.770,4
488,London,2012,100m,Backstroke,0,Women,USA,Missy Franklin,58.330,2
489,London,2012,100m,Backstroke,0,Women,AUS,Emily Seebohm,58.680,3
490,London,2012,100m,Backstroke,0,Women,JPN,Aya Terakawa,58.830,4
491,London,2012,100m,Backstroke,0,Women,RUS,Anastasia Zueva,59.000,4
492,London,2012,100m,Backstroke,0,Women,GBR,Gemma Spofforth,59.200,4
493,London,2012,100m,Backstroke,0,Women,CHN,Jing Zhao,59.230,4
494,London,2012,100m,Backstroke,0,Women,AUS,Belinda Hocking,59.290,4
496,London,2012,100m,Breaststroke,0,Men,RSA,Cameron Van Der Burgh,58.460,2
497,London,2012,100m,Breaststroke,0,Men,AUS,Christian Sprenger,58.930,3
498,London,2012,100m,Breaststroke,0,Men,USA,Brendan Hansen,59.490,4
499,London,2012,100m,Breaststroke,0,Men,HUN,Daniel Gyurta,59.530,4
500,London,2012,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,59.790,4
501,London,2012,100m,Breaststroke,0,Men,AUS,Brenton Rickard,59.870,4
502,London,2012,100m,Breaststroke,0,Men,ITA,Fabio Scozzoli,59.970,4
512,London,2012,100m,Butterfly,0,Men,USA,Michael Phelps,51.210,1
513,London,2012,100m,Butterfly,0,Men,RSA,Chad Le Clos,51.440,2
514,London,2012,100m,Butterfly,0,Men,RUS,Evgeny Korotyshkin,51.440,2
515,London,2012,100m,Butterfly,0,Men,SRB,Milorad Cavic,51.810,4
516,London,2012,100m,Butterfly,0,Men,GER,Steffen Deibler,51.810,4
517,London,2012,100m,Butterfly,0,Men,NED,Joeri Verlinden,51.820,4
518,London,2012,100m,Butterfly,0,Men,USA,Tyler Mcgill,51.880,4
519,London,2012,100m,Butterfly,0,Men,POL,Konrad Czerniak,52.050,4
520,London,2012,100m,Butterfly,0,Women,USA,Dana Vollmer,55.980,1
521,London,2012,100m,Butterfly,0,Women,CHN,Ying Lu,56.870,2
522,London,2012,100m,Butterfly,0,Women,AUS,Alicia Coutts,56.940,3
523,London,2012,100m,Butterfly,0,Women,SWE,Sarah Sjostrom,57.170,4
524,London,2012,100m,Butterfly,0,Women,ITA,Ilaria Bianchi,57.270,4
525,London,2012,100m,Butterfly,0,Women,DEN,Jeanette Ottesen,57.350,4
526,London,2012,100m,Butterfly,0,Women,USA,Claire Donahue,57.480,4
527,London,2012,100m,Butterfly,0,Women,GBR,Ellen Gandy,57.760,4
528,London,2012,100m,Freestyle,0,Men,USA,Nathan Adrian,47.520,1
529,London,2012,100m,Freestyle,0,Men,AUS,James Magnussen,47.530,2
530,London,2012,100m,Freestyle,0,Men,CAN,Brent Hayden,47.800,3
531,London,2012,100m,Freestyle,0,Men,FRA,Yannick Agnel,47.840,4
532,London,2012,100m,Freestyle,0,Men,NED,Sebastiaan Verschuren,47.880,4
533,London,2012,100m,Freestyle,0,Men,BRA,Cesar Cielo Filho,47.920,4
534,London,2012,100m,Freestyle,0,Men,CUB,Hanser Garcia,48.040,4
535,London,2012,100m,Freestyle,0,Men,RUS,Nikita Lobintsev,48.440,4
536,London,2012,100m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,53.000,1
537,London,2012,100m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,53.380,2
538,London,2012,100m,Freestyle,0,Women,CHN,Yi Tang,53.440,3
539,London,2012,100m,Freestyle,0,Women,AUS,Melanie Schlanger,53.470,4
540,London,2012,100m,Freestyle,0,Women,USA,Missy Franklin,53.640,4
541,London,2012,100m,Freestyle,0,Women,GBR,Francesca Halsall,53.660,4
542,London,2012,100m,Freestyle,0,Women,DEN,Jeanette Ottesen,53.750,4
543,London,2012,100m,Freestyle,0,Women,USA,Jessica Hardy,54.020,4
679,London,2012,4x100,Freestyle,1,Women,SWE,"Michelle Coleman, Gabriella Fagundez, Sarah Sjostrom, Ida Marko-Varga",,5
712,London,2012,50m,Freestyle,0,Men,FRA,Florent Manaudou,21.340,1
713,London,2012,50m,Freestyle,0,Men,USA,Cullen Jones,21.540,2
714,London,2012,50m,Freestyle,0,Men,BRA,Cesar Cielo Filho,21.590,3
715,London,2012,50m,Freestyle,0,Men,BRA,Bruno Fratus,21.610,4
716,London,2012,50m,Freestyle,0,Men,USA,Anthony Ervin,21.780,4
717,London,2012,50m,Freestyle,0,Men,RSA,Roland Schoeman,21.800,4
718,London,2012,50m,Freestyle,0,Men,TTO,George Bovell,21.820,4
719,London,2012,50m,Freestyle,0,Men,AUS,Eamon Sullivan,21.980,4
720,London,2012,50m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,24.050,1
721,London,2012,50m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,24.280,2
722,London,2012,50m,Freestyle,0,Women,NED,Marleen Veldhuis,24.390,3
723,London,2012,50m,Freestyle,0,Women,GER,Britta Steffen,24.460,4
724,London,2012,50m,Freestyle,0,Women,GBR,Francesca Halsall,24.470,4
725,London,2012,50m,Freestyle,0,Women,SWE,Therese Alshammar,24.610,4
726,London,2012,50m,Freestyle,0,Women,USA,Jessica Hardy,24.620,4
727,London,2012,50m,Freestyle,0,Women,BAH,Arianna Vanderpool-Wallace,24.690,4
736,Beijing,2008,100m,Backstroke,0,Men,USA,Aaron Peirsol,52.540,1
737,Beijing,2008,100m,Backstroke,0,Men,USA,Matt Grevers,53.110,2
738,Beijing,2008,100m,Backstroke,0,Men,RUS,Arkady Vyatchanin,53.180,3
739,Beijing,2008,100m,Backstroke,0,Men,AUS,Hayden Stoeckel,53.180,3
740,Beijing,2008,100m,Backstroke,0,Men,AUS,Ashley Delaney,53.310,4
741,Beijing,2008,100m,Backstroke,0,Men,GBR,Liam Tancock,53.390,4
742,Beijing,2008,100m,Backstroke,0,Men,ESP,Aschwin Wildeboer Faber,53.510,4
743,Beijing,2008,100m,Backstroke,0,Men,JPN,Junichi Miyashita,53.990,4
744,Beijing,2008,100m,Backstroke,0,Women,USA,Natalie Coughlin,58.960,3
745,Beijing,2008,100m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,59.190,4
746,Beijing,2008,100m,Backstroke,0,Women,USA,Margaret Hoelzer,59.340,4
747,Beijing,2008,100m,Backstroke,0,Women,GBR,Gemma Spofforth,59.380,4
748,Beijing,2008,100m,Backstroke,0,Women,RUS,Anastasia Zueva,59.400,4
749,Beijing,2008,100m,Backstroke,0,Women,JPN,Reiko Nakamura,59.720,4
752,Beijing,2008,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,58.910,3
753,Beijing,2008,100m,Breaststroke,0,Men,NOR,Alexander Dale Oen,59.200,4
754,Beijing,2008,100m,Breaststroke,0,Men,FRA,Hugues Duboscq,59.370,4
755,Beijing,2008,100m,Breaststroke,0,Men,USA,Brendan Hansen,59.570,4
756,Beijing,2008,100m,Breaststroke,0,Men,AUS,Brenton Rickard,59.740,4
757,Beijing,2008,100m,Breaststroke,0,Men,RUS,Roman Sloudnov,59.870,4
768,Beijing,2008,100m,Butterfly,0,Men,USA,Michael Phelps,50.580,1
769,Beijing,2008,100m,Butterfly,0,Men,SRB,Milorad Cavic,50.590,2
770,Beijing,2008,100m,Butterfly,0,Men,AUS,Andrew Lauterstein,51.120,3
771,Beijing,2008,100m,Butterfly,0,Men,USA,Ian Crocker,51.130,4
772,Beijing,2008,100m,Butterfly,0,Men,KEN,Jason Dunford,51.470,4
773,Beijing,2008,100m,Butterfly,0,Men,JPN,Takuro Fujii,51.500,4
774,Beijing,2008,100m,Butterfly,0,Men,UKR,Andriy Serdinov,51.590,4
775,Beijing,2008,100m,Butterfly,0,Men,PNG,Ryan Pini,51.860,4
776,Beijing,2008,100m,Butterfly,0,Women,AUS,Libby Trickett,56.730,1
777,Beijing,2008,100m,Butterfly,0,Women,USA,Christine Magnuson,57.100,2
778,Beijing,2008,100m,Butterfly,0,Women,AUS,Jessicah Schipper,57.250,3
779,Beijing,2008,100m,Butterfly,0,Women,CHN,Yafei Zhou,57.840,4
780,Beijing,2008,100m,Butterfly,0,Women,SGP,Li Tao,57.990,4
781,Beijing,2008,100m,Butterfly,0,Women,GBR,Jemma Lowe,58.060,4
782,Beijing,2008,100m,Butterfly,0,Women,BRA,Gabriella Silva,58.100,4
783,Beijing,2008,100m,Butterfly,0,Women,NED,Inge Dekker,58.540,4
784,Beijing,2008,100m,Freestyle,0,Men,FRA,Alain Bernard,47.210,1
785,Beijing,2008,100m,Freestyle,0,Men,AUS,Eamon Sullivan,47.320,2
786,Beijing,2008,100m,Freestyle,0,Men,USA,Jason Lezak,47.670,3
787,Beijing,2008,100m,Freestyle,0,Men,BRA,Cesar Cielo Filho,47.670,3
788,Beijing,2008,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,47.750,4
789,Beijing,2008,100m,Freestyle,0,Men,RSA,Lyndon Ferns,48.040,4
790,Beijing,2008,100m,Freestyle,0,Men,AUS,Matt Targett,48.200,4
791,Beijing,2008,100m,Freestyle,0,Men,SWE,Stefan Nystrand,48.330,4
792,Beijing,2008,100m,Freestyle,0,Women,GER,Britta Steffen,53.120,1
793,Beijing,2008,100m,Freestyle,0,Women,AUS,Libby Trickett,53.160,2
794,Beijing,2008,100m,Freestyle,0,Women,USA,Natalie Coughlin,53.390,3
795,Beijing,2008,100m,Freestyle,0,Women,FIN,Hanna-Maria Seppala,53.970,4
796,Beijing,2008,100m,Freestyle,0,Women,DEN,Jeanette Ottesen,54.060,4
797,Beijing,2008,100m,Freestyle,0,Women,CHN,Yingwen Zhu,54.210,4
798,Beijing,2008,100m,Freestyle,0,Women,NED,Marleen Veldhuis,54.210,4
799,Beijing,2008,100m,Freestyle,0,Women,GBR,Francesca Halsall,54.290,4
943,Beijing,2008,4x100,Medley,1,Men,FRA,"Benjamin Stasiulis, Christophe Lebon, Fabien Gilot, Hugues Duboscq",,5
951,Beijing,2008,4x100,Medley,1,Women,GER,"Antje Buschschulte, Daniela Samulski, Britta Steffen, Sarah Poewe",,5
968,Beijing,2008,50m,Freestyle,0,Men,BRA,Cesar Cielo Filho,21.300,1
969,Beijing,2008,50m,Freestyle,0,Men,FRA,Amaury Leveaux,21.450,2
970,Beijing,2008,50m,Freestyle,0,Men,FRA,Alain Bernard,21.490,3
971,Beijing,2008,50m,Freestyle,0,Men,AUS,Ashley Callus,21.620,4
972,Beijing,2008,50m,Freestyle,0,Men,USA,Ben Wildman-Tobriner,21.640,4
973,Beijing,2008,50m,Freestyle,0,Men,AUS,Eamon Sullivan,21.650,4
974,Beijing,2008,50m,Freestyle,0,Men,RSA,Roland Schoeman,21.670,4
975,Beijing,2008,50m,Freestyle,0,Men,SWE,Stefan Nystrand,21.720,4
976,Beijing,2008,50m,Freestyle,0,Women,GER,Britta Steffen,24.060,1
977,Beijing,2008,50m,Freestyle,0,Women,USA,Dara Torres,24.070,2
978,Beijing,2008,50m,Freestyle,0,Women,AUS,Cate Campbell,24.170,3
979,Beijing,2008,50m,Freestyle,0,Women,AUS,Libby Trickett,24.250,4
980,Beijing,2008,50m,Freestyle,0,Women,NED,Marleen Veldhuis,24.260,4
981,Beijing,2008,50m,Freestyle,0,Women,USA,Kara Lynn Joyce,24.630,4
982,Beijing,2008,50m,Freestyle,0,Women,NED,Hinkelien Schreuder,24.650,4
983,Beijing,2008,50m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,24.770,4
992,Athens,2004,100m,Backstroke,0,Men,USA,Aaron Peirsol,54.060,1
993,Athens,2004,100m,Backstroke,0,Men,AUT,Markus Rogan,54.350,2
994,Athens,2004,100m,Backstroke,0,Men,JPN,Tomomi Morita,54.360,3
995,Athens,2004,100m,Backstroke,0,Men,USA,Lenny Krayzelburg,54.380,4
996,Athens,2004,100m,Backstroke,0,Men,AUS,Matthew Welsh,54.520,4
997,Athens,2004,100m,Backstroke,0,Men,HUN,Laszlo Cseh,54.610,4
998,Athens,2004,100m,Backstroke,0,Men,GER,Steffen Driesen,54.630,4
999,Athens,2004,100m,Backstroke,0,Men,GER,Marco Di Carli,55.270,4
1023,Athens,2004,100m,Breaststroke,0,Women,CHN,Hui Qi,,5
1024,Athens,2004,100m,Butterfly,0,Men,USA,Michael Phelps,51.250,1
1025,Athens,2004,100m,Butterfly,0,Men,USA,Ian Crocker,51.290,2
1026,Athens,2004,100m,Butterfly,0,Men,UKR,Andriy Serdinov,51.360,3
1027,Athens,2004,100m,Butterfly,0,Men,GER,Thomas Rupprath,52.270,4
1028,Athens,2004,100m,Butterfly,0,Men,RUS,Igor Marchenko,52.320,4
1029,Athens,2004,100m,Butterfly,0,Men,BRA,Gabriel Mangabeira,52.340,4
1030,Athens,2004,100m,Butterfly,0,Men,CRO,Duje Draganja,52.460,4
1031,Athens,2004,100m,Butterfly,0,Men,AUS,Geoffrey Huegill,52.560,4
1032,Athens,2004,100m,Butterfly,0,Women,AUS,Petria Thomas,57.720,1
1033,Athens,2004,100m,Butterfly,0,Women,POL,Otylia Jedrzejczak,57.840,2
1034,Athens,2004,100m,Butterfly,0,Women,NED,Inge De Bruijn,57.990,3
1035,Athens,2004,100m,Butterfly,0,Women,AUS,Jessicah Schipper,58.220,4
1036,Athens,2004,100m,Butterfly,0,Women,USA,Jenny Thompson,58.720,4
1037,Athens,2004,100m,Butterfly,0,Women,SVK,Martina Moravcova,58.960,4
1038,Athens,2004,100m,Butterfly,0,Women,BLR,Alena Popchanka,59.060,4
1039,Athens,2004,100m,Butterfly,0,Women,JPN,Junko Onishi,59.830,4
1040,Athens,2004,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,48.170,1
1041,Athens,2004,100m,Freestyle,0,Men,RSA,Roland Schoeman,48.230,2
1042,Athens,2004,100m,Freestyle,0,Men,AUS,Ian Thorpe,48.560,3
1043,Athens,2004,100m,Freestyle,0,Men,RSA,Ryk Neethling,48.630,4
1044,Athens,2004,100m,Freestyle,0,Men,ITA,Filippo Magnini,48.990,4
1045,Athens,2004,100m,Freestyle,0,Men,CRO,Duje Draganja,49.230,4
1046,Athens,2004,100m,Freestyle,0,Men,ALG,Salim Iles,49.300,4
1047,Athens,2004,100m,Freestyle,0,Men,RUS,Andrey Kapralov,49.300,4
1048,Athens,2004,100m,Freestyle,0,Women,AUS,Jodie Henry,53.840,1
1049,Athens,2004,100m,Freestyle,0,Women,NED,Inge De Bruijn,54.160,2
1050,Athens,2004,100m,Freestyle,0,Women,USA,Natalie Coughlin,54.400,3
1051,Athens,2004,100m,Freestyle,0,Women,FRA,Malia Metella,54.500,4
1052,Athens,2004,100m,Freestyle,0,Women,USA,Kara Lynn Joyce,54.540,4
1053,Athens,2004,100m,Freestyle,0,Women,GRE,Nery Mantey Niangkouara,54.810,4
1054,Athens,2004,100m,Freestyle,0,Women,SVK,Martina Moravcova,55.120,4
1055,Athens,2004,100m,Freestyle,0,Women,BLR,Alena Popchanka,55.240,4
1087,Athens,2004,200m,Breaststroke,0,Men,AUS,Jim Piper,,5
1207,Athens,2004,4x100,Medley,1,Women,GBR,"Kathryn Evans, Kirsty Balfour, Georgina Lee, Sarah Price, Melanie Marshall, Katy Sexton",,5
1224,Athens,2004,50m,Freestyle,0,Men,USA,"Gary Hall, Jr.",21.930,1
1225,Athens,2004,50m,Freestyle,0,Men,CRO,Duje Draganja,21.940,2
1226,Athens,2004,50m,Freestyle,0,Men,RSA,Roland Schoeman,22.020,3
1227,Athens,2004,50m,Freestyle,0,Men,SWE,Stefan Nystrand,22.080,4
1228,Athens,2004,50m,Freestyle,0,Men,USA,Jason Lezak,22.110,4
1229,Athens,2004,50m,Freestyle,0,Men,AUS,Brett Hawke,22.180,4
1230,Athens,2004,50m,Freestyle,0,Men,UKR,Oleksandr Volynets,22.260,4
1231,Athens,2004,50m,Freestyle,0,Men,ALG,Salim Iles,22.370,4
1232,Athens,2004,50m,Freestyle,0,Women,NED,Inge De Bruijn,24.580,1
1233,Athens,2004,50m,Freestyle,0,Women,FRA,Malia Metella,24.890,2
1234,Athens,2004,50m,Freestyle,0,Women,AUS,Libby Trickett,24.910,3
1235,Athens,2004,50m,Freestyle,0,Women,SWE,Therese Alshammar,24.930,4
1236,Athens,2004,50m,Freestyle,0,Women,USA,Kara Lynn Joyce,25.000,4
1237,Athens,2004,50m,Freestyle,0,Women,AUS,Michelle Engelsman,25.060,4
1238,Athens,2004,50m,Freestyle,0,Women,USA,Jenny Thompson,25.110,4
1239,Athens,2004,50m,Freestyle,0,Women,BRA,Flavia Cazziolato,25.200,4
1248,Sydney,2000,100m,Backstroke,0,Men,USA,Lenny Krayzelburg,53.720,1
1249,Sydney,2000,100m,Backstroke,0,Men,AUS,Matthew Welsh,54.070,2
1250,Sydney,2000,100m,Backstroke,0,Men,GER,Stev Theloke,54.820,3
1251,Sydney,2000,100m,Backstroke,0,Men,AUS,Josh Watson,55.010,4
1252,Sydney,2000,100m,Backstroke,0,Men,POL,Bartosz Kizierowski,55.040,4
1253,Sydney,2000,100m,Backstroke,0,Men,USA,Neil Walker,55.140,4
1254,Sydney,2000,100m,Backstroke,0,Men,GER,Steffen Driesen,55.270,4
1255,Sydney,2000,100m,Backstroke,0,Men,ISR,Eithan Urbach,55.740,4
1280,Sydney,2000,100m,Butterfly,0,Men,SWE,Lars Frolander,52.000,1
1281,Sydney,2000,100m,Butterfly,0,Men,AUS,Michael Klim,52.180,2
1282,Sydney,2000,100m,Butterfly,0,Men,AUS,Geoffrey Huegill,52.220,3
1283,Sydney,2000,100m,Butterfly,0,Men,USA,Ian Crocker,52.440,4
1284,Sydney,2000,100m,Butterfly,0,Men,JPN,Takashi Yamamoto,52.580,4
1285,Sydney,2000,100m,Butterfly,0,Men,CAN,Michael Mintenko,52.580,4
1286,Sydney,2000,100m,Butterfly,0,Men,GER,Thomas Rupprath,53.130,4
1287,Sydney,2000,100m,Butterfly,0,Men,RUS,Anatoly Polyakov,53.130,4
1288,Sydney,2000,100m,Butterfly,0,Women,NED,Inge De Bruijn,56.610,1
1289,Sydney,2000,100m,Butterfly,0,Women,SVK,Martina Moravcova,57.970,2
1290,Sydney,2000,100m,Butterfly,0,Women,USA,Dara Torres,58.200,3
1291,Sydney,2000,100m,Butterfly,0,Women,AUS,Petria Thomas,58.490,4
1292,Sydney,2000,100m,Butterfly,0,Women,USA,Jenny Thompson,58.730,4
1293,Sydney,2000,100m,Butterfly,0,Women,JPN,Junko Onishi,59.130,4
1294,Sydney,2000,100m,Butterfly,0,Women,AUS,Susan O'Neill,59.270,4
1295,Sydney,2000,100m,Butterfly,0,Women,ROU,Diana Mocanu,59.430,4
1296,Sydney,2000,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,48.300,1
1297,Sydney,2000,100m,Freestyle,0,Men,RUS,Alexander Popov,48.690,2
1298,Sydney,2000,100m,Freestyle,0,Men,USA,"Gary Hall, Jr.",48.730,3
1299,Sydney,2000,100m,Freestyle,0,Men,AUS,Michael Klim,48.740,4
1300,Sydney,2000,100m,Freestyle,0,Men,USA,Neil Walker,49.090,4
1301,Sydney,2000,100m,Freestyle,0,Men,SWE,Lars Frolander,49.220,4
1302,Sydney,2000,100m,Freestyle,0,Men,RUS,Denis Pimankov,49.360,4
1303,Sydney,2000,100m,Freestyle,0,Men,AUS,Christopher John Fydler,49.440,4
1304,Sydney,2000,100m,Freestyle,0,Women,NED,Inge De Bruijn,53.830,1
1305,Sydney,2000,100m,Freestyle,0,Women,SWE,Therese Alshammar,54.330,2
1306,Sydney,2000,100m,Freestyle,0,Women,USA,Jenny Thompson,54.430,3
1307,Sydney,2000,100m,Freestyle,0,Women,USA,Dara Torres,54.430,3
1308,Sydney,2000,100m,Freestyle,0,Women,SVK,Martina Moravcova,54.720,4
1309,Sydney,2000,100m,Freestyle,0,Women,RSA,Helene Muller,55.190,4
1310,Sydney,2000,100m,Freestyle,0,Women,JPN,Sumika Minamoto,55.530,4
